Date,Close
1965-02-23,7.533333
1965-03-02,7.741667
1965-03-09,7.716667
1965-03-16,7.483333
1965-03-23,7.625
1965-03-30,7.8333330000000005
1965-04-06,7.866667
1965-04-13,8.004167
1965-04-20,8.083333
1965-04-27,8.083333
1965-05-04,8.025
1965-05-11,7.816667
1965-05-18,7.966667
1965-05-25,7.908333
1965-06-01,7.579167
1965-06-08,7.7083330000000005
1965-06-15,7.445833
1965-06-22,7.741667
1965-06-29,7.829167
1965-07-06,7.908333
1965-07-13,7.766667
1965-07-20,7.983333
1965-07-27,8.058333
1965-08-03,8.208333
1965-08-10,8.2
1965-08-17,8.341666
1965-08-24,8.4
1965-08-31,8.395833
1965-09-07,8.579166
1965-09-14,8.533334
1965-09-21,8.45
1965-09-28,8.583333
1965-10-05,8.629167
1965-10-12,8.816667
1965-10-19,8.883333
1965-10-26,8.941667
1965-11-02,8.966666
1965-11-09,9.041667
1965-11-16,8.925
1965-11-23,8.441667
1965-11-30,8.633333
1965-12-07,8.308333
1965-12-14,8.316667
1965-12-21,8.316667
1965-12-28,8.295834
1966-01-04,8.266666
1966-01-11,8.183333
1966-01-18,8.283334
1966-01-25,8.291667
1966-02-01,8.745833
1966-02-08,8.541667
1966-02-15,8.533334
1966-02-22,8.408334
1966-03-01,8.333333
1966-03-08,8.316667
1966-03-15,8.75
1966-03-22,8.683333
1966-03-29,9.0
1966-04-05,9.216666
1966-04-12,9.25
1966-04-19,9.291667
1966-04-26,8.841666
1966-05-03,8.65
1966-05-10,9.01875
1966-05-17,9.275
1966-05-24,8.5875
1966-05-31,8.725
1966-06-07,8.925
1966-06-14,8.875
1966-06-21,8.8625
1966-06-28,8.93125
1966-07-05,8.95
1966-07-12,8.8625
1966-07-19,8.51875
1966-07-26,8.571875
1966-08-02,8.7375
1966-08-09,8.3875
1966-08-16,7.878125
1966-08-23,8.0
1966-08-30,7.875
1966-09-06,8.2375
1966-09-13,7.975
1966-09-20,7.9375
1966-09-27,7.315625
1966-10-04,7.9
1966-10-11,8.05
1966-10-18,8.371875
1966-10-25,8.6625
1966-11-01,8.8
1966-11-08,8.875
1966-11-15,9.15625
1966-11-22,9.175
1966-11-29,9.4125
1966-12-06,9.28125
1966-12-13,9.1875
1966-12-20,9.2875
1966-12-27,9.45
1967-01-03,9.9125
1967-01-10,9.75
1967-01-17,10.0375
1967-01-24,9.975
1967-01-31,10.35
1967-02-07,10.615625
1967-02-14,10.625
1967-02-21,11.0
1967-02-28,11.00625
1967-03-07,11.25625
1967-03-14,11.3875
1967-03-21,11.275
1967-03-28,11.165625
1967-04-04,11.4625
1967-04-11,11.7
1967-04-18,12.4125
1967-04-25,12.0125
1967-05-02,11.6875
1967-05-09,11.8
1967-05-16,11.75
1967-05-23,11.725
1967-05-30,12.15
1967-06-06,12.4875
1967-06-13,12.55
1967-06-20,12.4375
1967-06-27,12.5375
1967-07-04,12.56875
1967-07-11,12.4625
1967-07-18,12.6625
1967-07-25,12.7375
1967-08-01,12.3
1967-08-08,12.4375
1967-08-15,12.14375
1967-08-22,12.5
1967-08-29,12.6
1967-09-05,12.775
1967-09-12,13.5625
1967-09-19,13.70625
1967-09-26,14.2
1967-10-03,14.65
1967-10-10,14.93125
1967-10-17,14.9375
1967-10-24,14.5
1967-10-31,14.675
1967-11-07,15.4
1967-11-14,15.35
1967-11-21,15.4
1967-11-28,16.112499
1967-12-05,15.93125
1967-12-12,15.3375
1967-12-19,15.675
1967-12-26,14.825
1968-01-02,15.4
1968-01-09,15.525
1968-01-16,15.4625
1968-01-23,14.9
1968-01-30,14.275
1968-02-06,14.425
1968-02-13,14.74375
1968-02-20,14.425
1968-02-27,14.4875
1968-03-05,14.728125
1968-03-12,14.6375
1968-03-19,15.3125
1968-03-26,15.75
1968-04-02,16.225
1968-04-09,15.9125
1968-04-16,16.475
1968-04-23,17.200001
1968-04-30,16.94375
1968-05-07,16.25
1968-05-14,16.475
1968-05-21,17.85
1968-05-28,18.5
1968-06-04,17.7875
1968-06-11,17.9125
1968-06-18,17.6875
1968-06-25,17.9
1968-07-02,17.737499
1968-07-09,17.25
1968-07-16,16.6
1968-07-23,16.799999
1968-07-30,16.75
1968-08-06,17.025
1968-08-13,16.9125
1968-08-20,16.75
1968-08-27,17.025
1968-09-03,16.875
1968-09-10,16.549999
1968-09-17,16.612499
1968-09-24,16.549999
1968-10-01,16.25
1968-10-08,16.35
1968-10-15,15.8375
1968-10-22,15.45
1968-10-29,15.775
1968-11-05,16.35
1968-11-12,16.387501
1968-11-19,16.6875
1968-11-26,16.299999
1968-12-03,15.825
1968-12-10,16.1
1968-12-17,15.95
1968-12-24,15.6
1968-12-31,15.2875
1969-01-07,15.375
1969-01-14,14.9875
1969-01-21,14.8125
1969-01-28,14.9
1969-02-04,15.4375
1969-02-11,14.775
1969-02-18,14.66875
1969-02-25,14.9875
1969-03-04,14.7875
1969-03-11,15.275
1969-03-18,15.7
1969-03-25,15.5375
1969-04-01,15.6125
1969-04-08,15.4125
1969-04-15,15.8875
1969-04-22,16.325001
1969-04-29,16.35
1969-05-06,16.525
1969-05-13,16.35
1969-05-20,15.95
1969-05-27,15.75
1969-06-03,15.575
1969-06-10,15.6125
1969-06-17,16.575001
1969-06-24,17.5625
1969-07-01,16.575001
1969-07-08,16.15
1969-07-15,15.825
1969-07-22,16.475
1969-07-29,16.674999
1969-08-05,16.975
1969-08-12,17.512501
1969-08-19,17.25
1969-08-26,16.9
1969-09-02,17.275
1969-09-09,17.549999
1969-09-16,17.325001
1969-09-23,17.237499
1969-09-30,17.325001
1969-10-07,17.549999
1969-10-14,18.200001
1969-10-21,18.025
1969-10-28,18.25
1969-11-04,18.15
1969-11-11,17.549999
1969-11-18,17.85
1969-11-25,17.85
1969-12-02,17.975
1969-12-09,18.325001
1969-12-16,18.049999
1969-12-23,18.237499
1969-12-30,18.450001
1970-01-06,18.487499
1970-01-13,17.799999
1970-01-20,16.759375
1970-01-27,17.237499
1970-02-03,17.450001
1970-02-10,17.475
1970-02-17,17.012501
1970-02-24,16.262501
1970-03-03,16.2125
1970-03-10,15.9875
1970-03-17,16.6625
1970-03-24,16.325001
1970-03-31,16.575001
1970-04-07,16.125
1970-04-14,15.45
1970-04-21,14.8375
1970-04-28,14.525
1970-05-05,13.5375
1970-05-12,12.4
1970-05-19,13.9
1970-05-26,13.5
1970-06-02,12.95
1970-06-09,13.5125
1970-06-16,12.875
1970-06-23,12.5375
1970-06-30,12.5125
1970-07-07,12.975
1970-07-14,12.6875
1970-07-21,12.6125
1970-07-28,12.275
1970-08-04,11.49375
1970-08-11,12.4625
1970-08-18,13.5625
1970-08-25,13.6
1970-09-01,13.4375
1970-09-08,14.0125
1970-09-15,14.425
1970-09-22,14.9625
1970-09-29,14.80625
1970-10-06,14.5375
1970-10-13,14.75
1970-10-20,14.7
1970-10-27,14.7
1970-11-03,14.65625
1970-11-10,14.825
1970-11-17,15.425
1970-11-24,15.5875
1970-12-01,15.85
1970-12-08,15.775
1970-12-15,15.75
1970-12-22,15.8875
1970-12-29,15.725
1971-01-05,15.5
1971-01-12,15.825
1971-01-19,16.275
1971-01-26,16.825001
1971-02-02,16.975
1971-02-09,16.4125
1971-02-16,16.825001
1971-02-23,17.275
1971-03-02,17.700001
1971-03-09,18.03125
1971-03-16,17.9
1971-03-23,17.9
1971-03-30,17.8375
1971-04-06,17.6
1971-04-13,17.75
1971-04-20,17.887501
1971-04-27,17.35
1971-05-04,16.775
1971-05-11,17.200001
1971-05-18,16.35
1971-05-25,16.2125
1971-06-01,16.225
1971-06-08,15.775
1971-06-15,15.5625
1971-06-22,15.95
1971-06-29,15.8
1971-07-06,14.725
1971-07-13,14.9
1971-07-20,14.5625
1971-07-27,14.275
1971-08-03,14.75
1971-08-10,15.45
1971-08-17,15.775
1971-08-24,15.3875
1971-08-31,15.2625
1971-09-07,15.0375
1971-09-14,15.2375
1971-09-21,15.3
1971-09-28,15.2375
1971-10-05,15.4375
1971-10-12,15.08125
1971-10-19,15.025
1971-10-26,15.0
1971-11-02,14.7125
1971-11-09,14.675
1971-11-16,14.9375
1971-11-23,16.049999
1971-11-30,16.225
1971-12-07,16.950001
1971-12-14,16.799999
1971-12-21,16.825001
1971-12-28,16.9375
1972-01-04,17.5
1972-01-11,18.4125
1972-01-18,18.4125
1972-01-25,18.487499
1972-02-01,18.6875
1972-02-08,18.4375
1972-02-15,18.625
1972-02-22,18.875
1972-02-29,18.9125
1972-03-07,18.85
1972-03-14,19.137501
1972-03-21,19.112499
1972-03-28,19.4625
1972-04-04,19.75
1972-04-11,19.25
1972-04-18,19.299999
1972-04-25,19.4375
1972-05-02,19.1
1972-05-09,19.8125
1972-05-16,20.200001
1972-05-23,19.924999
1972-05-30,19.549999
1972-06-06,19.9375
1972-06-13,19.75
1972-06-20,19.6
1972-06-27,20.200001
1972-07-04,19.6625
1972-07-11,19.825001
1972-07-18,19.9
1972-07-25,20.799999
1972-08-01,21.275
1972-08-08,20.575001
1972-08-15,20.299999
1972-08-22,20.3125
1972-08-29,19.9375
1972-09-05,19.887501
1972-09-12,19.9125
1972-09-19,20.325001
1972-09-26,20.075001
1972-10-03,18.950001
1972-10-10,19.35
1972-10-17,18.9375
1972-10-24,19.393749
1972-10-31,18.612499
1972-11-07,19.200001
1972-11-14,19.450001
1972-11-21,19.9
1972-11-28,20.15
1972-12-05,19.90625
1972-12-12,19.525
1972-12-19,20.1
1972-12-26,20.9375
1973-01-02,21.0
1973-01-09,21.950001
1973-01-16,21.887501
1973-01-23,21.487499
1973-01-30,22.299999
1973-02-06,22.0625
1973-02-13,21.674999
1973-02-20,22.1
1973-02-27,21.975
1973-03-06,22.174999
1973-03-13,21.4
1973-03-20,21.575001
1973-03-27,21.174999
1973-04-03,21.487499
1973-04-10,21.450001
1973-04-17,20.262501
1973-04-24,21.0875
1973-05-01,20.28125
1973-05-08,19.450001
1973-05-15,20.4
1973-05-22,19.375
1973-05-29,20.265625
1973-06-05,19.890625
1973-06-12,19.796875
1973-06-19,19.8125
1973-06-26,18.765625
1973-07-03,19.375
1973-07-10,19.6875
1973-07-17,19.875
1973-07-24,19.46875
1973-07-31,18.828125
1973-08-07,18.78125
1973-08-14,18.640625
1973-08-21,18.8125
1973-08-28,18.507813
1973-09-04,18.625
1973-09-11,16.25
1973-09-18,16.125
1973-09-25,16.21875
1973-10-02,17.625
1973-10-09,18.21875
1973-10-16,17.84375
1973-10-23,17.515625
1973-10-30,17.398438
1973-11-06,17.78125
1973-11-13,17.03125
1973-11-20,16.5625
1973-11-27,16.5625
1973-12-04,15.375
1973-12-11,15.03125
1973-12-18,15.578125
1973-12-25,14.421875
1974-01-01,15.0
1974-01-08,15.375
1974-01-15,15.4375
1974-01-22,15.078125
1974-01-29,14.570313
1974-02-05,14.59375
1974-02-12,14.78125
1974-02-19,14.75
1974-02-26,15.03125
1974-03-05,15.578125
1974-03-12,15.21875
1974-03-19,14.734375
1974-03-26,14.59375
1974-04-02,14.34375
1974-04-09,14.476563
1974-04-16,14.09375
1974-04-23,14.140625
1974-04-30,14.0
1974-05-07,13.640625
1974-05-14,13.671875
1974-05-21,13.28125
1974-05-28,14.328125
1974-06-04,13.921875
1974-06-11,13.3125
1974-06-18,13.296875
1974-06-25,12.859375
1974-07-02,13.4375
1974-07-09,13.609375
1974-07-16,12.890625
1974-07-23,12.546875
1974-07-30,13.03125
1974-08-06,12.40625
1974-08-13,11.875
1974-08-20,12.0
1974-08-27,11.1875
1974-09-03,9.5
1974-09-10,10.71875
1974-09-17,10.054688
1974-09-24,9.765625
1974-10-01,11.125
1974-10-08,11.515625
1974-10-15,11.078125
1974-10-22,11.96875
1974-10-29,11.90625
1974-11-05,11.265625
1974-11-12,10.65625
1974-11-19,11.078125
1974-11-26,10.28125
1974-12-03,10.453125
1974-12-10,10.59375
1974-12-17,10.140625
1974-12-24,10.46875
1974-12-31,10.703125
1975-01-07,9.882813
1975-01-14,10.179688
1975-01-21,11.765625
1975-01-28,12.351563
1975-02-04,13.757813
1975-02-11,13.640625
1975-02-18,13.46875
1975-02-25,13.5625
1975-03-04,13.46875
1975-03-11,13.070313
1975-03-18,12.96875
1975-03-25,12.375
1975-04-01,12.8125
1975-04-08,13.085938
1975-04-15,12.875
1975-04-22,12.976563
1975-04-29,13.40625
1975-05-06,13.539063
1975-05-13,13.679688
1975-05-20,13.4375
1975-05-27,13.34375
1975-06-03,12.882813
1975-06-10,12.898438
1975-06-17,13.0625
1975-06-24,12.90625
1975-07-01,12.84375
1975-07-08,12.617188
1975-07-15,11.90625
1975-07-22,11.828125
1975-07-29,11.25
1975-08-05,11.390625
1975-08-12,11.265625
1975-08-19,11.640625
1975-08-26,11.25
1975-09-02,11.25
1975-09-09,11.828125
1975-09-16,12.25
1975-09-23,12.203125
1975-09-30,12.875
1975-10-07,12.953125
1975-10-14,13.0625
1975-10-21,13.265625
1975-10-28,13.515625
1975-11-04,13.90625
1975-11-11,13.859375
1975-11-18,14.148438
1975-11-25,13.414063
1975-12-02,13.476563
1975-12-09,13.609375
1975-12-16,13.953125
1975-12-23,14.15625
1975-12-30,14.453125
1976-01-06,15.125
1976-01-13,15.890625
1976-01-20,16.109375
1976-01-27,15.875
1976-02-03,15.875
1976-02-10,16.375
1976-02-17,15.976563
1976-02-24,16.09375
1976-03-02,16.34375
1976-03-09,16.171875
1976-03-16,16.21875
1976-03-23,16.6875
1976-03-30,16.742188
1976-04-06,16.03125
1976-04-13,16.164063
1976-04-20,15.835938
1976-04-27,15.65625
1976-05-04,15.765625
1976-05-11,15.84375
1976-05-18,16.039063
1976-05-25,15.8125
1976-06-01,16.109375
1976-06-08,16.625
1976-06-15,17.15625
1976-06-22,17.25
1976-06-29,17.375
1976-07-06,17.140625
1976-07-13,17.0625
1976-07-20,17.007813
1976-07-27,17.203125
1976-08-03,17.390625
1976-08-10,17.0625
1976-08-17,16.859375
1976-08-24,17.40625
1976-08-31,17.46875
1976-09-07,17.75
1976-09-14,17.734375
1976-09-21,17.53125
1976-09-28,17.390625
1976-10-05,16.40625
1976-10-12,16.03125
1976-10-19,16.984375
1976-10-26,16.390625
1976-11-02,16.375
1976-11-09,16.875
1976-11-16,17.132813
1976-11-23,17.0
1976-11-30,16.9375
1976-12-07,16.5625
1976-12-14,16.976563
1976-12-21,17.445313
1976-12-28,17.0
1977-01-04,16.90625
1977-01-11,17.125
1977-01-18,17.03125
1977-01-25,16.8125
1977-02-01,16.6875
1977-02-08,16.882813
1977-02-15,17.21875
1977-02-22,17.375
1977-03-01,17.703125
1977-03-08,17.71875
1977-03-15,17.34375
1977-03-22,17.375
1977-03-29,17.296875
1977-04-05,17.03125
1977-04-12,16.125
1977-04-19,16.171875
1977-04-26,16.015625
1977-05-03,15.828125
1977-05-10,15.617188
1977-05-17,15.328125
1977-05-24,15.671875
1977-05-31,15.726563
1977-06-07,16.09375
1977-06-14,16.625
1977-06-21,16.351563
1977-06-28,16.195313
1977-07-05,16.882813
1977-07-12,17.078125
1977-07-19,16.757813
1977-07-26,16.65625
1977-08-02,16.625
1977-08-09,16.820313
1977-08-16,16.726563
1977-08-23,16.78125
1977-08-30,16.421875
1977-09-06,16.203125
1977-09-13,16.0625
1977-09-20,16.3125
1977-09-27,16.078125
1977-10-04,16.117188
1977-10-11,16.171875
1977-10-18,16.179688
1977-10-25,15.8125
1977-11-01,16.257813
1977-11-08,16.265625
1977-11-15,16.796875
1977-11-22,16.53125
1977-11-29,16.53125
1977-12-06,16.484375
1977-12-13,16.890625
1977-12-20,17.09375
1977-12-27,16.6875
1978-01-03,16.625
1978-01-10,16.640625
1978-01-17,16.5625
1978-01-24,16.164063
1978-01-31,16.125
1978-02-07,15.953125
1978-02-14,16.039063
1978-02-21,15.328125
1978-02-28,15.171875
1978-03-07,15.242188
1978-03-14,14.984375
1978-03-21,14.71875
1978-03-28,15.054688
1978-04-04,15.21875
1978-04-11,15.875
1978-04-18,16.625
1978-04-25,16.40625
1978-05-02,16.414063
1978-05-09,16.382813
1978-05-16,16.296875
1978-05-23,16.296875
1978-05-30,16.8125
1978-06-06,16.640625
1978-06-13,16.40625
1978-06-20,16.078125
1978-06-27,16.28125
1978-07-04,16.71875
1978-07-11,16.890625
1978-07-18,17.414063
1978-07-25,18.03125
1978-08-01,18.0625
1978-08-08,18.359375
1978-08-15,18.578125
1978-08-22,18.34375
1978-08-29,19.03125
1978-09-05,18.109375
1978-09-12,17.75
1978-09-19,17.3125
1978-09-26,17.421875
1978-10-03,17.875
1978-10-10,17.320313
1978-10-17,16.84375
1978-10-24,16.78125
1978-10-31,16.476563
1978-11-07,16.3125
1978-11-14,16.835938
1978-11-21,17.085938
1978-11-28,17.140625
1978-12-05,17.210938
1978-12-12,18.4375
1978-12-19,18.65625
1978-12-26,19.125
1979-01-02,19.546875
1979-01-09,19.15625
1979-01-16,19.5625
1979-01-23,19.265625
1979-01-30,18.859375
1979-02-06,19.15625
1979-02-13,18.890625
1979-02-20,18.796875
1979-02-27,19.234375
1979-03-06,19.296875
1979-03-13,19.6875
1979-03-20,19.71875
1979-03-27,19.90625
1979-04-03,19.484375
1979-04-10,19.171875
1979-04-17,19.40625
1979-04-24,19.453125
1979-05-01,19.273438
1979-05-08,19.21875
1979-05-15,19.171875
1979-05-22,19.0625
1979-05-29,19.34375
1979-06-05,18.5625
1979-06-12,18.53125
1979-06-19,18.34375
1979-06-26,18.40625
1979-07-03,17.5
1979-07-10,17.4375
1979-07-17,17.125
1979-07-24,17.21875
1979-07-31,17.59375
1979-08-07,17.8125
1979-08-14,17.40625
1979-08-21,17.5
1979-08-28,16.9375
1979-09-04,16.96875
1979-09-11,17.5
1979-09-18,16.9375
1979-09-25,17.21875
1979-10-02,16.4375
1979-10-09,15.46875
1979-10-16,15.5625
1979-10-23,15.8125
1979-10-30,15.4375
1979-11-06,15.5
1979-11-13,15.5
1979-11-20,16.3125
1979-11-27,16.65625
1979-12-04,16.5
1979-12-11,16.0
1979-12-18,16.0625
1979-12-25,15.84375
1980-01-01,16.75
1980-01-08,17.40625
1980-01-15,17.53125
1980-01-22,17.34375
1980-01-29,16.8125
1980-02-05,16.90625
1980-02-12,16.5
1980-02-19,15.875
1980-02-26,15.25
1980-03-04,14.96875
1980-03-11,14.1875
1980-03-18,13.96875
1980-03-25,13.71875
1980-04-01,13.375
1980-04-08,12.8125
1980-04-15,13.84375
1980-04-22,13.5
1980-04-29,13.03125
1980-05-06,13.25
1980-05-13,13.6875
1980-05-20,13.84375
1980-05-27,14.28125
1980-06-03,14.71875
1980-06-10,14.46875
1980-06-17,14.9375
1980-06-24,15.28125
1980-07-01,15.6875
1980-07-08,16.28125
1980-07-15,16.09375
1980-07-22,16.28125
1980-07-29,16.3125
1980-08-05,17.1875
1980-08-12,16.84375
1980-08-19,16.375
1980-08-26,16.625
1980-09-02,16.46875
1980-09-09,16.75
1980-09-16,16.15625
1980-09-23,16.5625
1980-09-30,17.3125
1980-10-07,17.0
1980-10-14,16.65625
1980-10-21,16.65625
1980-10-28,16.78125
1980-11-04,17.90625
1980-11-11,17.59375
1980-11-18,17.03125
1980-11-25,16.875
1980-12-02,16.4375
1980-12-09,16.15625
1980-12-16,17.25
1980-12-23,17.28125
1980-12-30,16.84375
1981-01-06,16.71875
1981-01-13,16.25
1981-01-20,16.09375
1981-01-27,16.0625
1981-02-03,15.4375
1981-02-10,15.125
1981-02-17,16.0625
1981-02-24,15.46875
1981-03-03,15.8125
1981-03-10,15.78125
1981-03-17,15.4375
1981-03-24,15.28125
1981-03-31,15.1875
1981-04-07,15.0
1981-04-14,15.15625
1981-04-21,14.78125
1981-04-28,14.46875
1981-05-05,14.09375
1981-05-12,13.875
1981-05-19,14.6875
1981-05-26,14.59375
1981-06-02,14.84375
1981-06-09,14.375
1981-06-16,14.6875
1981-06-23,14.21875
1981-06-30,14.09375
1981-07-07,14.03125
1981-07-14,13.75
1981-07-21,14.03125
1981-07-28,14.25
1981-08-04,14.5
1981-08-11,14.21875
1981-08-18,13.96875
1981-08-25,13.5
1981-09-01,13.9375
1981-09-08,13.5
1981-09-15,13.40625
1981-09-22,13.75
1981-09-29,13.96875
1981-10-06,12.8125
1981-10-13,12.75
1981-10-20,12.875
1981-10-27,12.71875
1981-11-03,12.90625
1981-11-10,12.65625
1981-11-17,13.625
1981-11-24,13.65625
1981-12-01,13.59375
1981-12-08,14.1875
1981-12-15,14.25
1981-12-22,14.21875
1981-12-29,14.1875
1982-01-05,14.9375
1982-01-12,15.40625
1982-01-19,15.90625
1982-01-26,15.8125
1982-02-02,15.25
1982-02-09,15.59375
1982-02-16,15.46875
1982-02-23,14.625
1982-03-02,14.46875
1982-03-09,14.40625
1982-03-16,14.75
1982-03-23,15.375
1982-03-30,15.5625
1982-04-06,16.125
1982-04-13,16.4375
1982-04-20,16.0625
1982-04-27,16.1875
1982-05-04,15.90625
1982-05-11,15.65625
1982-05-18,15.375
1982-05-25,15.0625
1982-06-01,14.90625
1982-06-08,14.59375
1982-06-15,15.0625
1982-06-22,15.0
1982-06-29,15.625
1982-07-06,16.6875
1982-07-13,16.625
1982-07-20,16.40625
1982-07-27,15.78125
1982-08-03,15.71875
1982-08-10,17.0625
1982-08-17,17.25
1982-08-24,18.03125
1982-08-31,17.84375
1982-09-07,18.53125
1982-09-14,19.0
1982-09-21,18.53125
1982-09-28,20.28125
1982-10-05,19.875
1982-10-12,20.6875
1982-10-19,19.96875
1982-10-26,21.0625
1982-11-02,21.34375
1982-11-09,20.875
1982-11-16,20.84375
1982-11-23,22.0625
1982-11-30,23.1875
1982-12-07,23.34375
1982-12-14,23.40625
1982-12-21,24.0625
1982-12-28,24.15625
1983-01-04,24.78125
1983-01-11,23.65625
1983-01-18,24.34375
1983-01-25,24.34375
1983-02-01,24.09375
1983-02-08,24.65625
1983-02-15,25.09375
1983-02-22,25.5625
1983-03-01,25.1875
1983-03-08,24.96875
1983-03-15,25.53125
1983-03-22,25.4375
1983-03-29,25.96875
1983-04-05,27.53125
1983-04-12,29.3125
1983-04-19,29.25
1983-04-26,29.40625
1983-05-03,29.125
1983-05-10,27.6875
1983-05-17,28.25
1983-05-24,28.5
1983-05-31,28.5625
1983-06-07,30.28125
1983-06-14,30.75
1983-06-21,30.25
1983-06-28,30.375
1983-07-05,30.03125
1983-07-12,31.09375
1983-07-19,30.09375
1983-07-26,29.9375
1983-08-02,29.625
1983-08-09,30.625
1983-08-16,29.46875
1983-08-23,29.9375
1983-08-30,30.5625
1983-09-06,30.78125
1983-09-13,31.65625
1983-09-20,31.71875
1983-09-27,33.0625
1983-10-04,32.9375
1983-10-11,31.75
1983-10-18,32.0
1983-10-25,30.5625
1983-11-01,31.71875
1983-11-08,30.875
1983-11-15,30.25
1983-11-22,29.46875
1983-11-29,30.5625
1983-12-06,30.21875
1983-12-13,30.90625
1983-12-20,30.5
1983-12-27,30.875
1984-01-03,29.75
1984-01-10,29.25
1984-01-17,28.71875
1984-01-24,27.6875
1984-01-31,27.46875
1984-02-07,27.4375
1984-02-14,27.8125
1984-02-21,28.0
1984-02-28,27.0
1984-03-06,28.4375
1984-03-13,28.0625
1984-03-20,28.46875
1984-03-27,27.4375
1984-04-03,27.8125
1984-04-10,27.6875
1984-04-17,28.3125
1984-04-24,28.1875
1984-05-01,27.8125
1984-05-08,27.34375
1984-05-15,26.8125
1984-05-22,26.96875
1984-05-29,26.4375
1984-06-05,24.78125
1984-06-12,26.3125
1984-06-19,26.4375
1984-06-26,26.4375
1984-07-03,26.3125
1984-07-10,26.75
1984-07-17,27.25
1984-07-24,30.0625
1984-07-31,30.28125
1984-08-07,30.75
1984-08-14,31.375
1984-08-21,30.9375
1984-08-28,30.40625
1984-09-04,31.6875
1984-09-11,31.0625
