Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
SBIN,EQ,15-12-20,274.2,274.05,274.05,268.15,270.55,270.65,270.4,34890948,9434599246,207937,8591467,24.62
SBIN,N5,15-12-20,10970.8,10977,10980,10950,10979.75,10977.65,10973.35,412,4521020.3,60,400,97.09
SBIN,N6,15-12-20,10900,10900,10900,10900,10900,10900,10900,100,1090000,1,100,100
SBIN,EQ,16-12-20,270.65,272.8,273.65,268.5,269.35,269.4,270.58,24844177,6722276270,150489,4406059,17.73
SBIN,N5,16-12-20,10977.65,10970,10980,10955,10971,10977.14,10976.71,406,4456544.2,60,406,100
SBIN,N6,16-12-20,10900,10900,10900,10900,10900,10900,10900,76,828400,6,76,100
SBIN,EQ,17-12-20,269.4,270,272.15,266.7,267.35,267.7,269.19,25904699,6973309848,146174,4320467,16.68
SBIN,N5,17-12-20,10977.14,10956,10989.95,10956,10956.3,10961.06,10969.5,539,5912561.96,73,519,96.29
SBIN,N6,17-12-20,10900,10900,10925,10900,10925,10925,10914.77,22,240125,6,22,100
SBIN,EQ,18-12-20,267.7,267.7,271.95,265,271.35,271.45,268.3,29816205,7999717686,159604,5872798,19.7
SBIN,N5,18-12-20,10961.06,10950.02,10960,10890,10901,10908.22,10926.47,802,8763027.26,153,641,79.93
SBIN,N6,18-12-20,10925,10925,10925,10900,10900,10900,10903.13,16,174450,5,16,100
SBIN,EQ,21-12-20,271.45,268.45,269,251.05,254.1,254.7,260.31,55160758,14358884778,311254,14528986,26.34
SBIN,N5,21-12-20,10908.22,10908.22,10937,10890,10919,10918.14,10914.51,614,6701510.55,79,566,92.18
SBIN,N6,21-12-20,10900,10780,10900,10780,10900,10899.83,10882.71,7,76179,5,6,85.71
SBIN,EQ,22-12-20,254.7,254.8,258.7,248.25,257.15,257.45,254.2,51189571,13012282127,288750,10781372,21.06
SBIN,N5,22-12-20,10918.14,10925,10935,10901,10927,10926.77,10918.88,884,9652289.4,94,808,91.4
SBIN,EQ,23-12-20,257.45,256.95,263.9,255.6,263,263,261.14,29056404,7587914569,171296,4792004,16.49
SBIN,N5,23-12-20,10926.77,10935,10943,10916,10941,10935.62,10933.81,691,7555260.84,75,674,97.54
SBIN,N6,23-12-20,10899.83,10876,10897,8800,10783,10767.48,10181.28,482,4907376.7,97,274,56.85
SBIN,EQ,24-12-20,263,265,268.85,264.65,266.85,266.85,267.02,28585509,7632821263,167695,6820426,23.86
SBIN,N5,24-12-20,10935.62,10935.62,10982,10935,10970,10972.41,10965.07,989,10844452.89,125,876,88.57
SBIN,N6,24-12-20,10767.48,10850,10880,10843,10851,10851,10856.1,10,108561,10,10,100
SBIN,EQ,28-12-20,266.85,268.75,276,268,275.75,275.2,272.23,36870242,10037366708,203967,9995425,27.11
SBIN,N5,28-12-20,10972.41,10972.41,10985,10955,10976,10975.01,10972.75,594,6517815.04,112,395,66.5
SBIN,N6,28-12-20,10851,10999,10999,10899,10899,10899,10935.31,29,317123.94,12,29,100
SBIN,EQ,29-12-20,275.2,276.3,279.9,274.7,277.75,277.9,277.56,45032526,12499251234,237470,12390520,27.51
SBIN,N5,29-12-20,10975.01,10970,10988,10960.75,10969,10966.85,10972.44,465,5102185.1,78,435,93.55
SBIN,N6,29-12-20,10899,10899,10899,10865,10865,10881.28,10891.35,72,784177.05,15,72,100
SBIN,EQ,30-12-20,277.9,278,278.7,272.5,275.5,276.9,275.47,30971894,8531681482,163939,6530230,21.08
SBIN,N5,30-12-20,10966.85,10987,10987,10972,10980,10980.56,10979.05,314,3447422.3,47,309,98.41
SBIN,N6,30-12-20,10881.28,10995,10995,10880,10880,10881.44,10884,69,750996.05,13,68,98.55
SBIN,EQ,31-12-20,276.9,275,277.25,272.6,274.4,274.95,275.29,29467966,8112160542,183603,8782576,29.8
SBIN,N5,31-12-20,10980.56,10970,10986.5,10921,10979,10979,10976.45,542,5949237.25,81,517,95.39
SBIN,N6,31-12-20,10881.44,10899,10899,10851,10851,10851,10875,4,43500,3,4,100
SBIN,EQ,01-01-21,274.95,274.9,280,274.4,279.05,279.4,278.33,24531791,6827968258,141601,4783442,19.5
SBIN,N5,01-01-21,10979,10990.8,10995,10975,10990.05,10993.38,10988.17,797,8757568.25,90,761,95.48
SBIN,N6,01-01-21,10851,10851.01,10900,10851.01,10900,10900,10891.84,6,65351.01,3,6,100
